protein_id,class_id
3e55_1:A:A_model1,19
6msk_32:TA:s_model1,92
8id6_2:B:A_model1,21
3j3y_1:NJA:aG_model1,8
8v2z_1:C:C_model1,61
7xx6_4:BA:D_model1,56
6fml_12:T:T_model1,34
7lxv_13:M:a_model1,33
3j3q_1:XG:jp_model1,8
3j3y_1:HB:67_model1,8
1kx4_4:E:C_model1,14
7v96_6:R:R_model1,56
4wym_1:D:D_model1,25
4jxs_1:A:A_model1,54
6r87_34:HA:b_model1,45
7vdh_2:B:A_model1,21
2w4u_5:N:G_model1,90
6hkt_3:WA:q_model1,86
7joa_4:H:H_model1,34
8eu2_6:F:D_model1,80
8d15_1:D:D_model1,90
8id4_2:B:A_model1,21
6a5o_18:R:c_model1,86
3j3q_1:SA:fV_model1,8
7w37_19:QA:S_model1,92
3j3y_1:MQ:L_model1,8
6pwx_5:H:N_model1,80
7nrd_28:BA:Sa_model1,83
3j3y_1:QGA:cJ_model1,8
8evq_24:X:BR_model1,0
3j3q_1:AAA:10_model1,8
3j3q_1:IE:7n_model1,8
3j3q_1:LK:a2_model1,8
8shd_9:Q:z_model1,75
7nao_12:L:L_model1,92
6q8y_15:O:AN_model1,45
6esh_4:D:D_model1,70
7zpq_28:BA:AW_model1,17
3j3q_1:FN:5b_model1,8
1p3m_5:J:H_model1,93
6t83_59:IE:Xy_model1,62
3j3y_1:UC:f1_model1,8
3j3y_1:RC:ct_model1,8
5tgm_61:IB:N5_model1,62
7x6q_6:F:I_model1,52
6a5o_19:W:h_model1,56
7w3j_13:AA:Q_model1,69
7rb8_1:D:C_model1,90
6yn1_1:EA:F_model1,14
4y28_8:H:C_model1,43
4u4r_61:KE:n5_model1,62
5dc3_53:AB:M7_model1,37
1vxh_1:A:A_model1,19
3j3q_1:WEA:ix_model1,8
8cg8_82:DC:x_model1,83
8uee_1:C:I_model1,90
8sff_3:C:D_model1,52
1p3m_5:F:D_model1,93
6hkt_4:PA:X_model1,56
7pev_4:H:H_model1,79
7utl_1:K:K_model1,90
8peo_4:D:D_model1,70
3j34_1:EA:G_model1,8
6tyl_5:H:B_model1,94
3azm_4:H:H_model1,56
5m1j_75:WB:X5_model1,62
8ud9_14:BA:N_model1,33
7vbl_11:K:c_model1,18
7v2d_26:AA:c_model1,18
3j3y_1:KQA:8l_model1,8
5txp_1:A:A_model1,32
8cvt_18:RA:r_model1,60
6t4q_58:FB:LX_model1,62
1mdn_1:B:B_model1,88
4u6f_23:XC:d1_model1,83
3j3y_1:DA:3B_model1,8
8u6d_1:A:A_model1,9
4u55_63:LE:n7_model1,45
3j3q_1:EHA:4b_model1,8
8uz1_1:H:Q_model1,90
3j3q_1:ALA:1M_model1,8
8a2s_1:C:C_model1,90
3j3y_1:UFA:f8_model1,8
8evg_4:D:D_model1,56
4v88_43:QA:BE_model1,5
9c81_1:B:B_model1,54
7uqb_12:L:E_model1,5
8esc_3:C:A_model1,61
5tsx_1:L:L_model1,25
7uti_1:C:E_model1,90
4u4z_64:NE:n8_model1,74
7bxt_4:D:D_model1,56
3j3y_1:BU:2L_model1,8
3j3y_1:LD:92_model1,8
6woo_70:RB:WW_model1,17
3j3y_1:JJA:7p_model1,8
3w97_3:G:G_model1,86
7x3w_4:D:D_model1,93
2w49_5:Z:S_model1,90
8xbu_3:C:C_model1,86
8pkj_4:D:D_model1,34
6tzb_2:B:B_model1,59
6kdj_1:A:A_model1,32
6q8y_80:BC:Y_model1,91
4u52_23:XC:d1_model1,83
7va4_6:R:Z_model1,56
1k0t_1:A:A_model18,41
1m19_5:F:D_model1,70
6a5o_18:V:g_model1,86
7d20_3:G:G_model1,86
3j3q_1:NU:c0_model1,8
6s47_8:H:AH_model1,5
3j3y_1:FF:4o_model1,8
7w3g_20:QA:T_model1,33
6xiq_68:PB:AL_model1,83
2jj2_3:N:N_model1,38
7vdv_2:B:C_model1,40
7nrc_25:Y:Sb_model1,17
6nra_1:I:I_model1,7
8sfe_2:J:a_model1,7
7m78_3:C:C_model1,41
3j3q_1:MS:b7_model1,8
4u3n_4:EC:s2_model1,87
6ik9_1:A:A_model1,32
4u4n_11:LC:s9_model1,16
6uc0_1:E:E_model1,90
7v08_12:L:E_model1,5
8guk_4:H:H_model1,56
5fcj_19:S:C7_model1,0
6bht_1:D:D_model1,25
3j3q_1:BBA:1t_model1,8
6q8y_73:UB:R_model1,87
4q0b_1:A:A_model1,47
3j3y_1:EB:3x_model1,8
4u53_15:O:C3_model1,91
3j3y_1:AB:11_model1,8
8rty_1:A:A_model1,61
9c6n_4:D:J_model1,61
6x5z_1:A:A_model1,90
3j3y_1:NM:aL_model1,8
3j3y_1:FP:57_model1,8
8kb5_3:C:C_model1,86
6i7o_32:PC:Yb_model1,91
3j3y_1:MKA:A_model1,8
8p94_8:T:W_model1,61
7x0s_8:O:a_model1,7
5b2j_3:G:G_model1,86
8y0u_62:JB:SW_model1,17
7zw0_2:B:LB_model1,55
6l9z_4:N:N_model1,56
4u4n_15:PC:c3_model1,91
3j0s_1:J:J_model1,61
7xx6_3:GA:Q_model1,14
7ddu_1:B:C_model1,88
4fnk_2:F:F_model1,59
6l9z_3:C:C_model1,14
7xx6_4:LA:X_model1,56
7otq_4:D:C_model1,40
3j3q_1:DYA:4I_model1,8
8iz4_1:A:A_model1,64
7nvm_3:L:d_model1,52
3j3q_1:UGA:hM_model1,8
3lue_1:B:B_model1,61
4a0v_1:K:K_model1,66
3j3q_1:YBA:kV_model1,8
5mva_1:U:U_model1,90
3j3y_1:ALA:1M_model1,8
6seg_4:D:D_model1,34
3j3y_1:CMA:2r_model1,8
5xf5_4:D:D_model1,56
3j3q_1:MQA:b4_model1,8
6ven_4:D:D_model1,56
8g8g_4:H:H_model1,70
3j3q_1:ST:g6_model1,8
7r41_37:LA:l_model1,81
7xvl_3:W:k_model1,14
6n8m_21:U:c_model1,37
6c1g_3:G:E_model1,90
3j3q_1:IGA:7s_model1,8
8he5_20:T:c_model1,86
1sqp_8:H:H_model1,46
4u4r_63:ME:n7_model1,45
5oy7_4:R:W_model1,40
8iej_2:B:D_model1,56
5ooe_1:E:E_model1,90
1km7_1:A:A_model1,85
1eqz_2:G:E_model1,14
6fhl_1:D:D_model1,90
3j3q_1:UO:hb_model1,8
6msj_31:EA:R_model1,60
2ww9_11:K:K_model1,62
2myb_1:A:A_model1,19
3j3y_1:VA:fg_model1,8
1o1f_4:V:V_model1,90
1klv_1:A:A_model20,85
3j3y_1:KQ:8k_model1,8
7zux_54:BB:EO_model1,37
6j50_21:Y:h_model1,56
3j3y_1:KHA:8T_model1,8
7zuw_15:O:AJ_model1,16
8v27_4:D:D_model1,56
3j3q_1:C:2f_model1,8
5ndv_55:CB:S9_model1,16
7v32_26:AA:c_model1,18
6wvt_1:E:H_model1,90
3j3q_1:YO:ku_model1,8
3j3y_1:DD:3H_model1,8
8uxw_8:L:O_model1,90
7pm7_4:D:C_model1,90
3j3q_1:LB:L_model1,8
6hhq_65:OE:c7_model1,0
6t83_41:QD:Ha_model1,5
6mse_32:TA:r_model1,60
6wvt_1:C:E_model1,90
6bkm_2:B:B_model1,59
2zd1_1:A:A_model1,9
7z24_1:A:A_model1,32
3j3q_1:PDA:d8_model1,8
7pj1_1:A:A_model3,14
3azn_3:G:G_model1,86
5tsx_1:B:B_model1,25
1wla_1:A:A_model1,15
3j3q_1:HC:6u_model1,8
7u52_4:D:D_model1,34
3j3y_1:AW:1e_model1,8
8peo_4:H:H_model1,70
3j3y_1:OOA:b8_model1,8
8hxy_4:H:H_model1,70
6uxw_4:H:Y_model1,70
3wyo_1:A:A_model1,88
8pw7_21:EA:H_model1,96
3j3y_1:YS:iO_model1,8
8y0u_61:IB:SV_model1,83
5mvy_1:W:W_model1,90
7xvl_3:Q:g_model1,14
5mvy_1:E:E_model1,90
8tj9_2:B:B_model1,51
7nep_1:B:B_model1,90
7zrs_8:H:AC_model1,87
7r5r_3:C:C_model1,31
5xte_5:E:E_model1,96
3j3q_1:D:3V_model1,8
8cku_82:DC:y_model1,17
8shd_4:L:d_model1,52
3j3y_1:UR:fV_model1,8
3j3y_1:OEA:ap_model1,8
6j99_4:D:D_model1,56
8r9m_1:A:A_model1,15
8yv8_4:D:D_model1,56
6zkk_40:OA:v_model1,81
7xfm_3:G:G_model1,49
7e2y_1:A:A_model1,64
3j3y_1:JV:88_model1,8
8ugr_52:KB:6H_model1,96
5kkk_1:A:A_model1,39
3j3y_1:RZ:dV_model1,8
4u6f_24:X:D2_model1,17
3j3q_1:YFA:kd_model1,8
6tnu_6:F:R_model1,87
6ika_1:D:C_model1,32
3j3y_1:IM:7B_model1,8
6w17_9:K:K_model1,90
5y0c_4:E:C_model1,86
8f8q_1:B:B_model1,90
7r8v_1:A:A_model1,90
3tu4_4:D:D_model1,70
7cow_6:F:D_model1,56
5mc6_26:Z:Y_model1,91
6ugm_4:D:D_model1,70
3azl_4:H:H_model1,56
7v5r_1:B:B_model1,88
7mbm_8:H:J_model1,80
6la9_3:G:G_model1,14
6uby_1:E:E_model1,90
1hmv_1:C:C_model1,32
8bzl_13:AA:M_model1,33
8ceh_82:DC:x_model1,83
5vft_30:DA:S_model1,92
3j3q_1:ATA:1c_model1,8
8v4y_4:H:H_model1,70
5lf7_12:L:L_model1,92
3j3y_1:SS:e6_model1,8
8jh4_18:V:g_model1,14
7k5y_4:H:H_model1,56
6kw4_20:X:P_model1,56
7pft_4:V:d_model1,79
7a44_1:A:A_model1,39
6lqp_13:M:SO_model1,91
7nao_10:X:X_model1,69
8bvw_38:PA:h_model1,93
6nrc_8:H:B_model1,13
8sgl_1:A:A_model1,7
6r1t_4:H:H_model1,56
8ewb_8:H:BJ_model1,16
3j3y_1:WQA:gv_model1,8
7y8r_4:D:D_model1,34
6y5e_3:C:C_model1,14
3c6t_1:A:A_model1,22
8cxb_12:N:X_model1,69
6wjn_25:MA:T_model1,33
4ifv_1:A:A_model1,9
3j4f_1:A:A_model1,8
6ler_4:H:H_model1,56
3j3y_1:HJA:6O_model1,8
6kif_3:MA:N_model1,41
1o1e_4:BA:2_model1,90
7ni0_3:C:C_model1,84
4o5i_2:J:J_model1,51
5b31_4:H:H_model1,56
3j3y_1:FG:4q_model1,8
3j3q_1:TMA:gj_model1,8
1k0t_1:A:A_model17,41
8guj_4:H:H_model1,56
8sho_4:L:d_model1,52
8evs_62:JB:AZ_model1,45
3j3q_1:FQA:5i_model1,8
4we1_1:A:A_model1,9
5jlf_1:A:A_model1,90
5oxv_3:P:Q_model1,40
7snq_1:L:L_model1,25
3o62_4:H:H_model1,70
4a0o_1:P:P_model1,66
7rr5_69:QB:SV_model1,83
1iru_9:I:I_model1,3
3j3q_1:WIA:j4_model1,8
3j3q_1:GJA:6J_model1,8
3j3q_1:JE:8c_model1,8
8ccs_63:KB:f_model1,87
8ihl_3:C:C_model1,86
3j3q_1:OT:co_model1,8
3j3q_1:AJ:1H_model1,8
3u4m_1:A:A_model1,6
7dgq_65:NB:B7_model1,46
3j3q_1:PK:dL_model1,8
6skk_1:D:D_model1,8
6avo_12:T:T_model1,69
7w32_26:AA:c_model1,18
4pkh_1:A:A_model1,90
5azq_1:A:A_model1,15
5vtv_2:D:D_model1,59
7kch_1:C:C_model1,90
8cdl_12:L:B_model1,37
6x5z_1:E:B_model1,90
6r70_13:Z:Z_model1,92
7u50_3:G:G_model1,14
3j3y_1:ZN:iz_model1,8
3j3q_1:CU:3J_model1,8
3j3y_1:FZ:5L_model1,8
7nrc_20:T:SG_model1,0
7d5t_10:J:SK_model1,16
7nvo_8:Q:b_model1,13
4u4z_19:S:C7_model1,0
7zpq_19:S:AN_model1,91
3j3y_1:ZL:iv_model1,8
7x3t_4:O:N_model1,93
3j3y_1:TGA:eS_model1,8
3j3y_1:JZ:8C_model1,8
5vfq_13:LA:S_model1,92
8cf5_83:EC:y_model1,17
6pfy_3:C:N_model1,41
6k1i_4:H:H_model1,56
3j3y_1:MBA:9i_model1,8
4u6f_53:BE:m7_model1,37
4u51_4:EC:s2_model1,87
6l49_3:G:G_model1,86
4u50_15:PC:c3_model1,91
8cvt_18:R:R_model1,60
4kz6_1:A:A_model1,54
6t7c_4:D:D_model1,79
4e3n_1:B:B_model1,54
4rtz_1:A:A_model1,48
2ynh_1:A:A_model1,22
3wtp_4:D:D_model1,56
7r5r_4:H:H_model1,34
7x3u_8:O:Z_model1,75
7vkt_2:B:B_model1,64
7n8b_26:Z:AX_model1,62
4fqy_2:B:B_model1,59
3j3y_1:V:ff_model1,8
8ypk_12:Q:B_model1,3
5cpi_4:D:D_model1,56
6muo_4:H:H_model1,56
5fci_24:YC:d2_model1,17
3j3y_1:UJ:fF_model1,8
3j3q_1:AP:1T_model1,8
2w49_5:CA:F_model1,90
3j3y_1:LHA:9B_model1,8
5x0y_4:H:H_model1,70
1klv_1:A:A_model18,85
6n9k_1:B:B_model1,57
8sn9_3:G:G_model1,14
8yti_3:C:C_model1,14
7nvo_8:H:B_model1,13
5juu_59:GB:GB_model1,16
8sn0_3:G:G_model1,14
8i9u_4:D:D_model1,52
7xsx_28:FA:g_model1,86
3azl_3:G:G_model1,86
7nvl_3:L:d_model1,52
4v9h_51:YA:BC_model1,11
3j3q_1:GTA:6d_model1,8
5lf1_12:Z:Z_model1,92
7utl_1:R:R_model1,90
7u52_3:G:G_model1,14
9b27_1:E:E_model1,90
5av8_3:G:G_model1,86
5tbw_28:UB:DB_model1,45
8sn9_3:C:C_model1,14
2rvq_1:A:C_model7,14
8sg8_9:I:Z_model1,75
3j3q_1:YU:l5_model1,8
8c4c_1:C:C_model1,90
3j3y_1:BHA:1y_model1,8
8hki_1:A:A_model1,7
5tga_63:KB:N7_model1,45
3o86_1:A:A_model1,54
3j8k_1:F:F_model1,90
7ohr_8:H:E_model1,5
5b40_4:D:D_model1,56
7wtr_10:J:SN_model1,91
3j3q_1:ZMA:lo_model1,8
8gag_1:A:A_model1,21
7ztd_1:E:E_model1,61
8evp_60:HB:AX_model1,62
6y9y_1:M:k_model1,8
8tj4_2:H:H_model1,51
8thy_1:B:B_model1,61
3j3q_1:HV:7V_model1,8
8q3e_5:I:HHH_model1,56
6kiv_4:D:D_model1,56
3j3q_1:EY:57_model1,8
7ohc_4:H:H_model1,70
7va4_5:Y:g_model1,14
3j3q_1:YCA:kX_model1,8
5ndv_29:CA:N8_model1,74
7x0a_3:E:D_model1,52
5oy0_3:C:3_model1,41
7nap_11:K:Y_model1,60
3j3y_1:ANA:1Q_model1,8
3j78_6:F:L6_model1,5
6ylx_22:V:Z_model1,45
3av1_3:G:G_model1,86
6sv4_21:FC:R_model1,87
7y7i_3:C:C_model1,14
5it7_69:QB:V_model1,23
8ox1_3:G:G_model1,31
7w9v_4:H:H_model1,56
6gqv_31:EA:a_model1,74
8cg8_39:MA:M_model1,74
6tzb_2:F:F_model1,59
3j3y_1:FBA:4h_model1,8
3j3y_1:QB:c8_model1,8
7xfi_3:C:C_model1,49
8wg5_4:H:G_model1,14
6qpg_3:F:F_model1,10
3j3q_1:ELA:4j_model1,8
7oh3_29:CA:a_model1,74
7net_1:B:B_model1,48
5on6_59:GE:K_model1,16
3j3q_1:KJA:9c_model1,8
7zux_29:CA:DW_model1,17
8dnf_1:A:A_model1,61
7nht_10:J:J_model1,69
4w29_25:HC:BC_model1,11
3j3q_1:NCA:bS_model1,8
3j3y_1:LE:94_model1,8
7nxv_1:A:A_model1,90
8sh9_9:Q:z_model1,75
8tqp_1:D:D_model1,25
7utj_1:D:D_model1,90
5tbw_29:CA:AB_model1,74
7snq_1:H:H_model1,25
8ru0_1:B:B_model1,90
3j3y_1:EP:4O_model1,8
6fai_24:X:N_model1,91
4u4y_15:PC:c3_model1,91
5jlh_1:C:C_model1,61
5gjq_3:EA:p_model1,71
3j3q_1:KYA:G_model1,8
8evj_6:J:H_model1,56
6y9v_1:M:k_model1,8
3j3y_1:GB:5P_model1,8
8ghv_1:A:A_model1,21
3j3q_1:EJA:4f_model1,8
7uti_1:M:O_model1,90
3j3q_1:LIA:a_model1,8
6skn_1:H:H_model1,8
6z6j_43:QA:LE_model1,5
7pf4_4:H:R_model1,79
3j3q_1:XD:jj_model1,8
3j3y_1:OU:bH_model1,8
2w4u_5:AA:D_model1,90
6jxd_3:C:C_model1,14
8q36_4:D:CCC_model1,14
7azy_23:W:y_model1,37
5z30_4:D:D_model1,56
8qyo_10:J:J_model1,69
4a13_1:J:J_model1,66
2zsr_1:A:A_model1,19
8spu_6:J:G_model1,14
4v5p_38:MA:BC_model1,11
3j3q_1:RTA:fI_model1,8
8a2t_1:C:C_model1,90
8shl_2:J:a_model1,7
3j3q_1:ZR:lx_model1,8
5dgv_63:ME:n7_model1,45
6t4q_11:K:SJ_model1,16
8r8g_1:A:A_model1,15
8iog_6:Q:f_model1,96
1mql_2:F:H_model1,51
3m8q_1:A:A_model1,22
6cxi_1:D:D_model1,61
6ryr_3:G:G_model1,40
6ns9_2:B:B_model1,51
2a3z_1:A:A_model1,90
7nl0_4:D:D_model1,56
1npg_1:A:A_model1,15
8pp6_3:C:C_model1,14
4v8y_30:DA:AV_model1,83
6t83_41:OA:Ey_model1,5
5xrt_2:B:B_model1,51
5xm0_4:D:D_model1,56
6a5r_19:S:d_model1,56
3j3q_1:PH:dF_model1,8
3j3q_1:HP:7J_model1,8
3j3y_1:SF:dh_model1,8
5av6_4:H:H_model1,56
3j3q_1:RCA:el_model1,8
4u4u_15:PC:c3_model1,91
7coy_3:N:bC_model1,41
1h1v_1:A:A_model1,90
6q8y_27:AA:b_model1,17
6y9w_1:E:G_model1,8
3e01_1:A:A_model1,22
7nvl_1:J:a_model1,7
8c4c_1:F:F_model1,90
3an2_4:D:D_model1,56
1rt5_1:A:A_model1,22
3jbj_1:B:B_model1,90
4v8y_22:V:AN_model1,91
7pj1_1:A:A_model14,14
6j99_3:G:G_model1,40
7a38_1:B:B_model1,48
6hkt_3:KA:M_model1,86
7vdv_2:F:G_model1,40
5oy7_4:L:O_model1,40
8c4c_1:H:H_model1,90
7pfc_4:D:D_model1,79
4kz3_1:A:A_model1,54
3j3q_1:FS:5l_model1,8
8smy_3:G:G_model1,14
3j3q_1:AI:1F_model1,8
5t0c_30:JB:BR_model1,60
7btb_2:B:a_model1,74
7u51_3:G:G_model1,14
3j3q_1:PC:d5_model1,8
3j3q_1:JX:9D_model1,8
8bjh_1:A:A_model1,90
3j3y_1:TT:eq_model1,8
6y5l_2:F:F_model1,53
7v9j_4:T:V_model1,56
5vqu_1:A:A_model1,32
1p3b_4:I:G_model1,49
3j34_1:H:L_model1,8
5dc3_43:QA:L6_model1,5
7q0f_69:QB:X_model1,4
8x1c_11:U:U_model1,61
8shf_2:J:a_model1,7
7w1u_26:AA:c_model1,18
8sn4_4:D:D_model1,56
6av9_1:B:B_model1,90
5mei_27:TB:CZ_model1,62
3j3q_1:PX:dl_model1,8
7z7h_1:A:A_model1,90
4uer_36:JA:Z_model1,83
8x15_1:E:E_model1,31
6n1z_3:F:F_model1,80
8y0u_59:GB:SN_model1,91
4b1z_1:F:F_model1,90
1ken_2:F:F_model1,53
4u4u_64:NE:n8_model1,74
4a0w_1:L:L_model1,66
4a0o_1:I:I_model1,66
3j3y_1:MV:S_model1,8
8kd2_8:J:R_model1,70
8g8g_4:D:D_model1,70
2w4u_5:X:Q_model1,90
3j3q_1:DM:3u_model1,8
5le5_8:H:H_model1,71
7xzx_3:G:G_model1,86
3ut9_4:H:H_model1,70
8sn7_3:C:C_model1,14
4u3m_24:X:D2_model1,17
5o9g_5:H:H_model1,56
1hgg_2:F:F_model1,53
4e3m_1:A:A_model1,54
7vbm_3:G:G_model1,86
7ejx_2:B:A_model1,21
6x0n_4:D:D_model1,70
8d17_1:G:G_model1,90
3j3y_1:ZK:it_model1,8
3j34_1:W:j_model1,8
8a2s_1:B:B_model1,90
6fhl_1:E:E_model1,90
6t4q_22:V:SV_model1,83
8c3a_60:HB:DA_model1,16
8cgn_79:BC:x_model1,83
3j3q_1:CS:3F_model1,8
5gxq_4:D:D_model1,56
1u35_5:J:H_model1,56
8afi_1:N:K_model1,85
8f8p_1:A:A_model1,90
4h0v_2:B:B_model1,90
3j3y_1:TN:ef_model1,8
1k0t_1:A:A_model21,41
6t1y_1:B:B_model1,90
8fcd_1:A:A_model1,22
6a5l_19:S:d_model1,56
4r67_11:MA:Y_model1,69
6fml_11:S:S_model1,14
3j3q_1:KS:9t_model1,8
7qj5_2:C:e_model1,61
3j3q_1:JDA:8b_model1,8
7yqk_3:G:G_model1,14
3h4e_1:A:A_model1,25
3j3q_1:JN:8u_model1,8
6t83_12:L:Jb_model1,16
7l0r_3:C:A_model1,21
4u51_53:AB:M7_model1,37
6hhq_70:KD:X_model1,17
7v9k_4:H:R_model1,56
3gv9_1:A:A_model1,54
3j3y_1:JLA:7t_model1,8
3j3q_1:JY:9F_model1,8
3j3y_1:WU:h_model1,8
7v5g_6:M:M_model1,92
7y3f_3:C:C_model1,41
4a7l_1:D:D_model1,90
3j3q_1:IC:7j_model1,8
3j34_1:E:F_model1,8
5xf4_4:D:D_model1,56
7pma_4:D:C_model1,90
3j3y_1:OO:b7_model1,8
8t3t_4:D:D_model1,70
5vft_28:BA:Q_model1,69
5oy0_3:Y:C_model1,41
7pet_4:H:R_model1,79
8pc6_5:I:H_model1,70
3j3y_1:TM:ed_model1,8
6skk_1:A:A_model1,8
8ewc_63:KB:Aa_model1,74
7plz_2:B:C_model1,90
4jz3_1:A:A_model1,48
2hny_1:A:A_model1,32
4pkh_1:G:I_model1,90
3:00,8
7udu_1:A:A_model1,90
6ls8_1:E:I_model1,88
7w3f_19:PA:S_model1,92
8wg5_5:E:D_model1,56
8u6p_1:A:A_model1,9
7tpt_8:I:I_model1,90
8ugr_52:AB:3H_model1,96
6iug_1:B:B_model1,61
5dat_61:IB:N5_model1,62
3j3y_1:EC:3z_model1,8
5z3v_5:E:D_model1,70
8agw_14:N:N_model1,74
7k61_4:D:D_model1,56
8tqp_1:I:I_model1,25
8byq_36:JA:d_model1,93
1mvw_4:FA:6_model1,90
7pj1_1:A:A_model2,14
4u4z_64:LB:N8_model1,74
4v5p_38:TC:DC_model1,11
8jho_4:D:D_model1,70
7nky_22:Z:g_model1,40
3j3y_1:UKA:fI_model1,8
6a5r_18:R:c_model1,86
3j3y_1:IDA:6v_model1,8
3av2_4:D:D_model1,56
7q0a_1:A:A_model1,89
6muo_3:C:C_model1,14
8sn6_4:H:H_model1,56
7nrd_29:CA:Sb_model1,17
3j3q_1:ZV:r_model1,8
7xct_3:C:C_model1,14
1yxq_1:B:B_model1,90
3j3q_1:NJ:bf_model1,8
3j3y_1:WKA:gj_model1,8
5gt3_4:H:H_model1,56
8smx_3:G:G_model1,14
5m32_8:V:V_model1,71
3m1f_1:A:A_model1,90
3j3q_1:SAA:fW_model1,8
3azj_4:D:D_model1,56
7uti_1:O:Q_model1,90
6la8_4:N:N_model1,56
7t5q_8:H:H_model1,90
8cvr_13:AA:M_model1,92
5on6_27:AA:8_model1,62
5mei_18:R:x_model1,37
7pii_4:D:D_model1,34
4u52_11:LC:s9_model1,16
7x0v_1:A:K_model1,75
6snt_59:GB:as_model1,62
3j3q_1:HG:71_model1,8
3j81_24:X:W_model1,4
5mva_1:F:F_model1,90
4z94_1:A:A_model1,90
4ncg_1:A:A_model1,22
3j3q_1:TWA:h2_model1,8
8d18_1:G:G_model1,90
2pu4_1:A:A_model1,54
3j3y_1:LBA:9_model1,8
4e3n_1:A:A_model1,54
3j3y_1:DV:3p_model1,8
5fcj_53:CE:m7_model1,37
6zkl_40:OA:v_model1,81
3j3y_1:GN:5n_model1,8
3j3y_1:FJ:4w_model1,8
3lak_1:A:A_model1,22
3j3y_1:LFA:97_model1,8
5kgf_4:H:H_model1,34
5mc6_64:MB:AX_model1,37
5mva_1:H:H_model1,90
6wjn_24:LA:S_model1,92
3j3y_1:OF:aq_model1,8
7b7d_24:X:a_model1,83
3j3q_1:UQA:hg_model1,8
5dgv_4:D:S2_model1,87
6m44_4:D:D_model1,56
3j3q_1:WY:jZ_model1,8
3j3y_1:BM:26_model1,8
6lqr_12:L:SO_model1,91
8shg_4:D:D_model1,52
7va4_5:M:U_model1,14
7lum_3:E:F_model1,52
4u55_4:D:S2_model1,87
3j3q_1:ZJ:lh_model1,8
8vfz_4:H:G_model1,14
7pj1_1:A:A_model5,14
7pf0_4:Q:R_model1,79
3j3q_1:MT:b9_model1,8
7xd1_3:C:C_model1,14
7qxu_32:TA:t_model1,33
7pme_3:I:G_model1,90
6eml_19:S:W_model1,16
7dbh_3:C:C_model1,86
7awe_13:AA:M_model1,92
5dat_43:QA:L6_model1,5
4wym_1:F:F_model1,25
6e0p_3:C:C_model1,14
4b1z_1:E:E_model1,90
8v2z_1:D:D_model1,61
5yu8_1:D:D_model1,90
4jxw_1:B:B_model1,54
3j3y_1:WCA:gT_model1,8
8ceh_71:SB:m_model1,16
7scg_4:D:A_model1,21
3j3q_1:QSA:eR_model1,8
8x7i_4:F:G_model1,14
3j3q_1:BR:2N_model1,8
8h9t_15:Y:G_model1,36
6t9l_4:D:D_model1,70
3j3q_1:KFA:9U_model1,8
5vfp_14:LA:T_model1,33
8bn3_1:A:B_model1,55
3j3y_1:TK:eZ_model1,8
9b27_1:A:A_model1,90
6tb3_55:CB:AX_model1,37
6y9z_1:B:B_model1,8
1pmb_1:B:B_model1,88
4u3m_23:W:D1_model1,83
7kbd_4:D:D_model1,93
8rbx_18:W:V_model1,14
3j3q_1:IQA:8B_model1,8
2w4u_5:O:H_model1,90
3j3q_1:DEA:3f_model1,8
7lum_2:C:E_model1,13
7top_27:AA:AL25_model1,62
6hkt_3:C:0_model1,86
6skn_1:D:D_model1,8
7ztd_1:B:B_model1,61
3j3y_1:TBA:eI_model1,8
6upv_2:E:C_model1,90
5tgm_19:TC:c7_model1,0
5avc_4:H:H_model1,56
3j3y_1:XZ:hn_model1,8
5le5_12:L:L_model1,92
8svf_3:G:G_model1,49
7xyf_1:B:G_model1,14
7wu7_14:V:P_model1,35
7kux_7:G:C_model1,43
7xfl_3:C:C_model1,49
5tgm_61:KE:n5_model1,62
5lyb_63:KB:N7_model1,45
8fz6_9:W:W_model1,3
6t7t_59:GB:LX_model1,62
6n8k_4:D:a_model1,74
7x3t_3:G:G_model1,40
8cah_16:P:W_model1,16
4u4q_24:X:D2_model1,17
3wyo_2:B:B_model1,88
8w9d_8:N:h_model1,79
5dge_63:ME:n7_model1,45
3j3y_1:UPA:fS_model1,8
8av6_12:P:P_model1,34
7ea8_5:E:D_model1,56
6rbd_13:M:N_model1,91
3j3q_1:QD:dx_model1,8
6cxi_1:C:C_model1,61
3j4f_1:E:E_model1,8
3j3q_1:TRA:gt_model1,8
6ltm_1:A:A_model1,88
5xn0_1:A:A_model1,32
3j3q_1:GRA:6Z_model1,8
7w1o_26:AA:c_model1,18
8cku_70:RB:m_model1,16
1rtj_1:A:A_model1,22
6bnq_2:H:B_model1,90
8ybk_3:G:G_model1,14
6slq_1:F:F_model1,8
6vau_1:E:E_model1,90
3j3y_1:TRA:eo_model1,8
5xf4_3:C:C_model1,14
7w37_18:R:r_model1,60
7aif_1:A:A_model1,47
3qip_1:A:A_model1,22
6r8z_4:H:H_model1,56
6t7t_26:Z:SW_model1,17
7aju_57:HB:DW_model1,17
3o86_1:B:B_model1,54
8ykv_1:A:A_model1,64
5b0y_4:H:H_model1,56
7xti_28:DA:g_model1,86
8hag_3:C:C_model1,14
3j3q_1:CWA:3O_model1,8
5vfo_13:M:s_model1,92
8v83_10:J:E_model1,5
7pj1_1:A:A_model11,14
3j3y_1:OI:aw_model1,8
8ugr_52:NE:6U_model1,96
4a0v_1:L:L_model1,66
5on6_67:OE:c7_model1,0
6vec_1:H:H_model1,90
